tier_option	weight_set	human_gene_symbol	rank	score
A	equal	FBXO38	7985	0.072627
A	equal	MYL12A	7986	0.072423
A	equal	KLHDC4	7987	0.072225
A	equal	TSPYL5	7988	0.072191
A	equal	OBSL1	7989	0.071627
A	equal	TMEM51	7990	0.07108
A	equal	KCNH2	7991	0.070925
A	equal	CAND2	7992	0.070894
A	equal	SCGB1A1	7993	0.070402
A	equal	TRIM65	7994	0.07009
A	equal	HIF1AN	7995	0.069997
A	equal	CST7	7996	0.069836
A	equal	MAPK12	7997	0.069665
A	equal	ARMC9	7998	0.06913
A	equal	FKBP10	7999	0.068511
A	equal	WDR19	8000	0.067834
A	equal	KLHL26	8001	0.067181
A	equal	ST3GAL4	8002	0.067119
A	equal	MAPK11	8003	0.066871
A	equal	OSTM1	8004	0.06683
A	equal	PAXX	8005	0.066346
A	equal	TNRC6C	8006	0.06455
A	equal	ABHD13	8007	0.064489
A	equal	FXYD2	8008	0.064464
A	equal	PLEKHO1	8009	0.064334
A	equal	RPIA	8010	0.06431
A	equal	RTF2	8011	0.064024
A	equal	TTC21B	8012	0.063529
A	equal	SLC4A1	8013	0.063312
A	equal	PGAP4	8014	0.063251
A	equal	ALG13	8015	0.063034
A	equal	RAB3IL1	8016	0.063015
A	equal	PLGLB2	8017	0.062857
A	equal	PLGLB1	8018	0.062857
A	equal	UCK2	8019	0.062818
A	equal	RADIL	8020	0.062508
A	equal	MED29	8021	0.062477
A	equal	CKMT1B	8022	0.062098
A	equal	BRAT1	8023	0.061827
A	equal	NHSL3	8024	0.061796
A	equal	AP4B1	8025	0.061741
A	equal	KAZALD1	8026	0.06158
A	equal	GTPBP6	8027	0.061487
A	equal	GSDMA	8028	0.061122
A	equal	INTS10	8029	0.061054
A	equal	CTNNAL1	8030	0.060984
A	equal	TLR2	8031	0.060713
A	equal	RFX3	8032	0.060682
A	equal	IGHA1	8033	0.06031
A	equal	MYL11	8034	0.060054
A	equal	KAT2A	8035	0.059913
A	equal	MRPS18B	8036	0.059504
A	equal	RRN3	8037	0.059228
A	equal	DNTTIP2	8038	0.058919
A	equal	URI1	8039	0.058888
A	equal	DDX24	8040	0.058547
A	equal	CCNT1	8041	0.0583
A	equal	FLYWCH2	8042	0.057774
A	equal	TK1	8043	0.057588
A	equal	AKAP9	8044	0.057527
A	equal	APOC2	8045	0.057518
A	equal	URB1	8046	0.057248
A	equal	ACTR5	8047	0.057093
A	equal	DHRS11	8048	0.056943
A	equal	ZNF622	8049	0.056876
A	equal	HPR	8050	0.056858
A	equal	HEXD	8051	0.056474
A	equal	MTMR14	8052	0.056319
A	equal	RCOR1	8053	0.055669
A	equal	NDFIP1	8054	0.05536
A	equal	CHD8	8055	0.05505
A	equal	SPTLC1	8056	0.054969
A	equal	TRIM67	8057	0.054958
A	equal	PLEKHA2	8058	0.054862
A	equal	TANGO6	8059	0.054803
A	equal	RFC5	8060	0.054463
A	equal	COL11A2	8061	0.054286
A	equal	PLAC9	8062	0.054286
A	equal	ESM1	8063	0.054286
A	equal	RNF150	8064	0.053782
A	equal	SLC30A7	8065	0.053503
A	equal	THBD	8066	0.053437
A	equal	C11orf96	8067	0.053287
A	equal	MYH1	8068	0.053026
A	equal	MNAT1	8069	0.052946
A	equal	INTS14	8070	0.052915
A	equal	ANGPTL3	8071	0.052589
A	equal	LOXL3	8072	0.052589
A	equal	PCDHGA11	8073	0.052589
A	equal	TNFRSF6B	8074	0.052296
A	equal	IGDCC4	8075	0.051741
A	equal	MRPL3	8076	0.051739
A	equal	MCC	8077	0.051678
A	equal	CCL19	8078	0.051628
A	equal	JMJD7	8079	0.051492
A	equal	USP34	8080	0.051337
A	equal	NBEAL2	8081	0.051182
A	equal	ARMH4	8082	0.050893
A	equal	CLUAP1	8083	0.050223
A	equal	SMARCD3	8084	0.049945
A	equal	GLB1L	8085	0.049604
A	equal	BCL7A	8086	0.049542
A	equal	SRXN1	8087	0.048676
A	equal	AFF4	8088	0.048645
A	equal	SPATS2	8089	0.048243
A	equal	BBS7	8090	0.048119
A	equal	DMP1	8091	0.048009
A	equal	MRPL32	8092	0.047964
A	equal	INAFM1	8093	0.047048
A	equal	VSTM2L	8094	0.045581
A	equal	CTDSP2	8095	0.045191
A	equal	SPINK1	8096	0.044955
A	equal	EXTL1	8097	0.044729
A	equal	APOC4	8098	0.044673
A	equal	RETNLB	8099	0.044333
A	equal	DNASE1	8100	0.044277
A	equal	PDIA5	8101	0.044127
A	equal	ANGPT2	8102	0.044107
A	equal	NCOA2	8103	0.044003
A	equal	FIG4	8104	0.043756
A	equal	PHF14	8105	0.043725
A	equal	MED31	8106	0.043632
A	equal	APOBEC2	8107	0.043429
A	equal	KBTBD4	8108	0.04292
A	equal	FCHSD2	8109	0.042858
A	equal	CES2	8110	0.042832
A	equal	RPS10	8111	0.042765
A	equal	H4C4	8112	0.042476
A	equal	H4C8	8113	0.042476
A	equal	SAMD10	8114	0.042116
A	equal	CDK12	8115	0.041033
A	equal	TMEM67	8116	0.04094
A	equal	JMJD8	8117	0.040714
A	equal	ARSK	8118	0.040714
A	equal	MRPS25	8119	0.040352
A	equal	KRT77	8120	0.040214
A	equal	IFT140	8121	0.040175
A	equal	FIZ1	8122	0.040011
A	equal	PHKA2	8123	0.039795
A	equal	PCDHGA4	8124	0.039583
A	equal	LY6D	8125	0.039527
A	equal	ANKRD52	8126	0.039362
A	equal	NUDT15	8127	0.0393
A	equal	AP4E1	8128	0.039207
A	equal	TNNC2	8129	0.039018
A	equal	CRLF2	8130	0.039018
A	equal	SAC3D1	8131	0.038928
A	equal	GTF2H2	8132	0.038694
A	equal	PALM3	8133	0.038259
A	equal	MYOF	8134	0.037774
A	equal	UIMC1	8135	0.03758
A	equal	CCNH	8136	0.037257
A	equal	PRPF39	8137	0.037226
A	equal	RGL2	8138	0.037097
A	equal	NSD3	8139	0.03701
A	equal	LYNX1	8140	0.036979
A	equal	SH2D3C	8141	0.036948
A	equal	MRPL9	8142	0.036948
A	equal	RBMX2	8143	0.036329
A	equal	TSEN34	8144	0.035896
A	equal	EIF2S3B	8145	0.035804
A	equal	NOP16	8146	0.03571
A	equal	UACA	8147	0.035429
A	equal	TNNI2	8148	0.035286
A	equal	RNF167	8149	0.034906
A	equal	CHUK	8150	0.034822
A	equal	MRPL30	8151	0.034805
A	equal	RBMS1	8152	0.03476
A	equal	ARL17A	8153	0.034107
A	equal	ARL17B	8154	0.034107
A	equal	DDX51	8155	0.033946
A	equal	MORC3	8156	0.033792
A	equal	BBS4	8157	0.03308
A	equal	RAD9A	8158	0.033018
A	equal	STXBP4	8159	0.033002
A	equal	CHRAC1	8160	0.032863
A	equal	CBFA2T2	8161	0.032647
A	equal	OTOS	8162	0.032571
A	equal	IFT172	8163	0.032397
A	equal	VANGL1	8164	0.032337
A	equal	CUL7	8165	0.032148
A	equal	MYO9B	8166	0.031935
A	equal	AFAP1	8167	0.031687
A	equal	ATXN1L	8168	0.031316
A	equal	MRPL28	8169	0.031024
A	equal	TREX1	8170	0.030511
A	equal	MRPS21	8171	0.030371
A	equal	L3HYPDH	8172	0.030161
A	equal	IFT122	8173	0.030127
A	equal	MYLK2	8174	0.029857
A	equal	AKAP13	8175	0.029598
A	equal	CCNL1	8176	0.028809
A	equal	PCF11	8177	0.028748
A	equal	EVI5	8178	0.028717
A	equal	SPG11	8179	0.028686
A	equal	RFLNB	8180	0.028252
A	equal	PAFAH2	8181	0.027943
A	equal	PFKFB4	8182	0.02751
A	equal	PTRH1	8183	0.027293
A	equal	MYBPC2	8184	0.027143
A	equal	LDB3	8185	0.027143
A	equal	EPB42	8186	0.027143
A	equal	CASQ1	8187	0.027143
A	equal	MYBPC1	8188	0.027143
A	equal	KCP	8189	0.027143
A	equal	NR1D2	8190	0.027143
A	equal	IL2RG	8191	0.027143
A	equal	LEPR	8192	0.027143
A	equal	HBEGF	8193	0.027143
A	equal	C5orf15	8194	0.027143
A	equal	DSPP	8195	0.027143
A	equal	PXYLP1	8196	0.027143
A	equal	MGAM	8197	0.027143
A	equal	REN	8198	0.027143
A	equal	LMLN	8199	0.027143
A	equal	MIOX	8200	0.027143
A	equal	CCL8	8201	0.027143
A	equal	CEACAM16	8202	0.027143
A	equal	ADGRF5	8203	0.027143
A	equal	GALNT4	8204	0.027143
A	equal	CREG2	8205	0.027143
A	equal	GALNT12	8206	0.027143
A	equal	PCDHGB2	8207	0.027143
A	equal	PCDHGA8	8208	0.027143
A	equal	OTOR	8209	0.027143
A	equal	IRF6	8210	0.027143
A	equal	MROH6	8211	0.027143
A	equal	USP12	8212	0.027077
A	equal	PKLR	8213	0.026577
A	equal	RHAG	8214	0.026577
A	equal	SH3D21	8215	0.026512
A	equal	OTUB2	8216	0.026012
A	equal	STAP1	8217	0.026012
A	equal	DMBT1	8218	0.025963
A	equal	PARP9	8219	0.025602
A	equal	ACSM1	8220	0.025446
A	equal	L1TD1	8221	0.025446
A	equal	SMIM27	8222	0.025333
A	equal	FUT9	8223	0.025333
A	equal	PGC	8224	0.025333
A	equal	ACOT2	8225	0.025173
A	equal	NEBL	8226	0.024881
A	equal	GPX6	8227	0.02487
A	equal	RNF34	8228	0.024787
A	equal	DNAJC17	8229	0.024725
A	equal	ATP12A	8230	0.024315
A	equal	SVIL	8231	0.023982
A	equal	STN1	8232	0.023982
A	equal	TNFSF13B	8233	0.02375
A	equal	NNT	8234	0.02375
A	equal	METTL21A	8235	0.023524
A	equal	PAWR	8236	0.023467
A	equal	AP5Z1	8237	0.023456
A	equal	KRT73	8238	0.02342
A	equal	DHFR	8239	0.023335
A	equal	CD36	8240	0.023185
A	equal	ITGB3	8241	0.022619
A	equal	GP5	8242	0.022619
A	equal	TPK1	8243	0.022336
A	equal	FURIN	8244	0.022273
A	equal	TOPAZ1	8245	0.021714
A	equal	NGF	8246	0.021714
A	equal	CRYAA	8247	0.021714
A	equal	RLN3	8248	0.021714
A	equal	HILPDA	8249	0.021714
A	equal	LIMS4	8250	0.021667
A	equal	TLR1	8251	0.021488
A	equal	KEL	8252	0.021488
A	equal	XIAP	8253	0.021135
A	equal	BANP	8254	0.021104
A	equal	MOCOS	8255	0.020677
A	equal	KIF13A	8256	0.020593
A	equal	CCNK	8257	0.020547
A	equal	TNK2	8258	0.020516
A	equal	SIN3B	8259	0.020454
A	equal	BBS9	8260	0.020331
A	equal	NOS1AP	8261	0.020089
A	equal	DTX3L	8262	0.019975
A	equal	UNC13B	8263	0.019464
A	equal	TNFAIP2	8264	0.01934
A	equal	BAI1	8265	0.019
A	equal	ZNF749	8266	0.019
A	equal	BAI2	8267	0.019
A	equal	LPHN1	8268	0.019
A	equal	IGJ	8269	0.019
A	equal	HIST1H2AJ	8270	0.019
A	equal	ATP5B	8271	0.019
A	equal	ATP5A1	8272	0.019
A	equal	CTGF	8273	0.019
A	equal	NOV	8274	0.019
A	equal	SEPP1	8275	0.019
A	equal	HIST1H4A	8276	0.019
A	equal	HIST2H3PS2	8277	0.019
A	equal	FAM69C	8278	0.019
A	equal	PVRL1	8279	0.019
A	equal	FAM19A1	8280	0.019
A	equal	FAM19A2	8281	0.019
A	equal	SELM	8282	0.019
A	equal	CDK5RAP2	8283	0.019
A	equal	C2orf40	8284	0.019
A	equal	C12orf49	8285	0.019
A	equal	LPHN3	8286	0.019
A	equal	IMPAD1	8287	0.019
A	equal	CECR1	8288	0.019
A	equal	TGFA	8289	0.019
A	equal	POMK	8290	0.019
A	equal	PRR18	8291	0.019
A	equal	TUT4	8292	0.018721
A	equal	KLHL31	8293	0.018661
A	equal	TREML1	8294	0.018661
A	equal	ERMAP	8295	0.018661
A	equal	EPHA8	8296	0.018095
A	equal	PCDHGB4	8297	0.018095
A	equal	DALRD3	8298	0.017669
A	equal	RFESD	8299	0.01753
A	equal	EPN3	8300	0.01753
A	equal	GTF2H1	8301	0.017391
A	equal	DIPK1A	8302	0.017174
A	equal	KRT79	8303	0.017143
A	equal	NMI	8304	0.016964
A	equal	SERPINB5	8305	0.016964
A	equal	CACTIN	8306	0.016964
A	equal	SPATA13	8307	0.016964
A	equal	DDIAS	8308	0.016964
A	equal	AHSP	8309	0.016964
A	equal	PYGO1	8310	0.016964
A	equal	SHB	8311	0.016772
A	equal	CACUL1	8312	0.016679
A	equal	RAPGEF6	8313	0.016617
A	equal	KANSL3	8314	0.016339
A	equal	GFY	8315	0.016286
A	equal	CEP250	8316	0.016286
A	equal	IGHA2	8317	0.016214
A	equal	MRGBP	8318	0.016153
A	equal	ASPG	8319	0.016116
A	equal	ACSM3	8320	0.016116
A	equal	SAMD9L	8321	0.016116
A	equal	LENG8	8322	0.015967
A	equal	ACAD10	8323	0.015833
A	equal	BTBD17	8324	0.015833
A	equal	ABCB4	8325	0.015833
A	equal	IRAK1	8326	0.015456
A	equal	TMED1	8327	0.015368
A	equal	ZBP1	8328	0.015268
A	equal	LRRK2	8329	0.015268
A	equal	TP63	8330	0.015268
A	equal	ABCC9	8331	0.015268
A	equal	RSPH4A	8332	0.015268
A	equal	FBXL5	8333	0.015268
A	equal	RDH10	8334	0.015268
A	equal	FEM1A	8335	0.015268
A	equal	ASB3	8336	0.015039
A	equal	ALOX12	8337	0.014702
A	equal	ANKRD23	8338	0.014702
A	equal	GTF2E2	8339	0.014668
A	equal	BEND4	8340	0.014476
A	equal	GLMP	8341	0.014476
A	equal	FCGR1A	8342	0.01442
A	equal	PARP3	8343	0.01442
A	equal	UBA7	8344	0.01442
A	equal	PIEZO1	8345	0.014137
A	equal	TKTL2	8346	0.014137
A	equal	WDFY2	8347	0.013894
A	equal	KL	8348	0.013798
A	equal	KLHDC2	8349	0.01377
A	equal	H2AC18	8350	0.01375
A	equal	CHD6	8351	0.013571
A	equal	CCDC174	8352	0.013571
A	equal	IFI35	8353	0.013571
A	equal	CFAP300	8354	0.013571
A	equal	SLC39A8	8355	0.013571
A	equal	MYO5B	8356	0.013571
A	equal	SPAG17	8357	0.013571
A	equal	GCC1	8358	0.013571
A	equal	UBE2L6	8359	0.013571
A	equal	PMFBP1	8360	0.013571
A	equal	RDH5	8361	0.013458
A	equal	SYNJ2	8362	0.013368
A	equal	MRPL20	8363	0.013006
A	equal	GLYAT	8364	0.012723
A	equal	GSDMD	8365	0.012723
A	equal	ACACB	8366	0.01244
A	equal	PLA2G4C	8367	0.01244
A	equal	ERG28	8368	0.01244
A	equal	TBC1D9	8369	0.012327
A	equal	LRRC58	8370	0.01213
A	equal	TBC1D2	8371	0.011875
A	equal	CASP8	8372	0.011875
A	equal	TKTL1	8373	0.011875
A	equal	SPRR1B	8374	0.01179
A	equal	TMEM63A	8375	0.01148
A	equal	LZTR1	8376	0.011202
A	equal	KRT84	8377	0.011149
A	equal	BPIFA2	8378	0.010857
A	equal	CFAP68	8379	0.010857
A	equal	B4GALT5	8380	0.010857
A	equal	RHPN2	8381	0.010744
A	equal	XK	8382	0.010744
A	equal	CEP63	8383	0.010744
A	equal	PHF20L1	8384	0.010744
A	equal	BAIAP2L1	8385	0.010744
A	equal	TRPV4	8386	0.010744
A	equal	FAM114A1	8387	0.010734
A	equal	LIMD1	8388	0.01049
A	equal	STON1	8389	0.010461
A	equal	ARHGAP29	8390	0.010179
A	equal	IFITM1	8391	0.010179
A	equal	HOGA1	8392	0.010179
A	equal	COPZ2	8393	0.010179
A	equal	PLEKHG5	8394	0.010179
A	equal	TMED3	8395	0.010179
A	equal	ALKBH3	8396	0.010179
A	equal	ELMO3	8397	0.010179
A	equal	CALML4	8398	0.010179
A	equal	RBM47	8399	0.010179
A	equal	PHF3	8400	0.010119
A	equal	CPS1	8401	0.009613
A	equal	TRIM56	8402	0.009613
A	equal	GGT5	8403	0.009613
A	equal	SLC16A8	8404	0.009613
A	equal	PWWP3B	8405	0.009613
A	equal	SLC39A4	8406	0.009613
A	equal	KLC3	8407	0.009613
A	equal	MALSU1	8408	0.009613
A	equal	GIPC2	8409	0.009613
A	equal	TMEM156	8410	0.009048
A	equal	SLCO1A2	8411	0.009048
A	equal	CGN	8412	0.009048
A	equal	RSPH3	8413	0.009048
A	equal	LCA5	8414	0.009048
A	equal	CDC42BPG	8415	0.009048
A	equal	DNAJB13	8416	0.009048
A	equal	PI4K2B	8417	0.009048
A	equal	SGK3	8418	0.009048
A	equal	BUB1B	8419	0.009048
A	equal	IGLV8-61	8420	0.009
A	equal	IGHV3-49	8421	0.009
A	equal	IGHV1-18	8422	0.009
A	equal	IGHV5-51	8423	0.009
A	equal	IGKV3D-15	8424	0.009
A	equal	IGHV3-21	8425	0.009
A	equal	IGHG2	8426	0.009
A	equal	IGHG3	8427	0.009
A	equal	IGHG4	8428	0.009
A	equal	IGHD	8429	0.009
A	equal	FGA	8430	0.009
A	equal	RFFL	8431	0.008664
A	equal	PRSS33	8432	0.008482
A	equal	DPH6	8433	0.008482
A	equal	ZNF22	8434	0.008482
A	equal	MRPS6	8435	0.008482
A	equal	TMEM102	8436	0.008482
A	equal	SLC35A1	8437	0.008482
A	equal	TTC21A	8438	0.008482
A	equal	SPTLC2	8439	0.0082
A	equal	TNNT3	8440	0.008143
A	equal	MYH8	8441	0.008143
A	equal	NYNRIN	8442	0.008143
A	equal	CAAP1	8443	0.007953
A	equal	MAP3K2	8444	0.007922
A	equal	ACSS3	8445	0.007917
A	equal	GPSM3	8446	0.007917
A	equal	TRIM58	8447	0.007917
A	equal	AMER3	8448	0.007917
A	equal	DRC7	8449	0.007917
A	equal	SULT1C2	8450	0.007917
A	equal	RSPH9	8451	0.007917
A	equal	KLK1	8452	0.007634
A	equal	BICC1	8453	0.007634
A	equal	TXNDC16	8454	0.007489
A	equal	ARHGAP18	8455	0.007351
A	equal	ARHGEF5	8456	0.007351
A	equal	DNAH5	8457	0.007351
A	equal	RSPH1	8458	0.007351
A	equal	STARD13	8459	0.007351
A	equal	ITGA2B	8460	0.007351
A	equal	ELF4	8461	0.007351
A	equal	KDM4B	8462	0.007272
A	equal	DPEP1	8463	0.006899
A	equal	PDLIM2	8464	0.006786
A	equal	SLC22A6	8465	0.006786
A	equal	TBC1D8B	8466	0.006786
A	equal	ZBTB20	8467	0.006786
A	equal	TAP1	8468	0.006786
A	equal	PPARD	8469	0.006786
A	equal	PHF8	8470	0.006786
A	equal	STEAP2	8471	0.006786
A	equal	PARP12	8472	0.006786
A	equal	TMEM72	8473	0.006786
A	equal	CC2D2A	8474	0.006786
A	equal	MRPL44	8475	0.006786
A	equal	CLIC3	8476	0.006786
A	equal	SLC28A3	8477	0.006786
A	equal	RANGRF	8478	0.006777
A	equal	CGNL1	8479	0.00622
A	equal	IFIH1	8480	0.00622
A	equal	CYB5D2	8481	0.00622
A	equal	RCHY1	8482	0.00622
A	equal	MAP2K3	8483	0.00622
A	equal	CLDN2	8484	0.00622
A	equal	PDX1	8485	0.00622
A	equal	NFATC2	8486	0.00622
A	equal	FNDC3B	8487	0.00622
A	equal	IMPA2	8488	0.00622
A	equal	GPR108	8489	0.00622
A	equal	MRPL27	8490	0.00622
A	equal	ART4	8491	0.00622
A	equal	MDM1	8492	0.00622
A	equal	TEKT1	8493	0.00622
A	equal	TP73	8494	0.00622
A	equal	TJP3	8495	0.00622
A	equal	NFAT5	8496	0.006003
A	equal	SPATS2L	8497	0.005655
A	equal	ITPRIPL1	8498	0.005655
A	equal	WDR72	8499	0.005655
A	equal	HFE	8500	0.005655
A	equal	CFAP52	8501	0.005655
A	equal	MDH1B	8502	0.005655
A	equal	SPA17	8503	0.005655
A	equal	RBKS	8504	0.005655
A	equal	SOSTDC1	8505	0.005655
A	equal	ACER3	8506	0.005655
A	equal	FAM118B	8507	0.005539
A	equal	PAEP	8508	0.005429
A	equal	DNAH11	8509	0.005089
A	equal	EVPL	8510	0.005089
A	equal	IFT20	8511	0.005089
A	equal	CRLS1	8512	0.005089
A	equal	TTC39A	8513	0.005089
A	equal	PIAS1	8514	0.005089
A	equal	RAB17	8515	0.005089
A	equal	CDKN1C	8516	0.005089
A	equal	PRLR	8517	0.005089
A	equal	SLC16A10	8518	0.005089
A	equal	PTPN7	8519	0.005089
A	equal	SLC29A4	8520	0.005089
A	equal	RCBTB2	8521	0.005089
A	equal	ZMYND10	8522	0.005089
A	equal	TOR3A	8523	0.005089
A	equal	MRPS16	8524	0.004524
A	equal	ULK4	8525	0.004524
A	equal	ZC3H12C	8526	0.004524
A	equal	MYO19	8527	0.004524
A	equal	STK36	8528	0.004524
A	equal	NPR2	8529	0.004524
A	equal	SLC17A8	8530	0.004524
A	equal	SLC2A12	8531	0.004524
A	equal	SULF1	8532	0.004524
A	equal	CPT1B	8533	0.004524
A	equal	PIGN	8534	0.004524
A	equal	PATE4	8535	0.004241
A	equal	ACCS	8536	0.004241
A	equal	SLC22A2	8537	0.004241
A	equal	TXNRD3	8538	0.004241
A	equal	ELOVL7	8539	0.004071
A	equal	ABCA4	8540	0.003958
A	equal	NINJ1	8541	0.003958
A	equal	TMEM209	8542	0.003958
A	equal	CLDN3	8543	0.003958
A	equal	ODF2	8544	0.003958
A	equal	CLDN1	8545	0.003958
A	equal	CACNA1S	8546	0.003958
A	equal	PLEKHG3	8547	0.003958
A	equal	C7orf57	8548	0.003958
A	equal	TRIM21	8549	0.003958
A	equal	STEAP4	8550	0.003958
A	equal	KCNE2	8551	0.003958
A	equal	CLTRN	8552	0.003958
A	equal	PARD6B	8553	0.003958
A	equal	SLC45A4	8554	0.003806
A	equal	PPEF2	8555	0.003619
A	equal	KRT80	8556	0.003571
A	equal	SCEL	8557	0.003393
A	equal	MME	8558	0.003393
A	equal	DSTYK	8559	0.003393
A	equal	MANBAL	8560	0.003393
A	equal	SRD5A3	8561	0.003393
A	equal	CAPN6	8562	0.003393
A	equal	SLC27A3	8563	0.003393
A	equal	GP1BB	8564	0.003393
A	equal	KIRREL1	8565	0.003393
A	equal	PEX26	8566	0.003393
A	equal	DEPDC7	8567	0.003393
A	equal	SYDE1	8568	0.003393
A	equal	ABHD2	8569	0.003393
A	equal	PRSS1	8570	0.003312
A	equal	ABCD1	8571	0.002827
A	equal	ABCA9	8572	0.002827
A	equal	PECR	8573	0.002827
A	equal	NPHP1	8574	0.002827
A	equal	MSX1	8575	0.002827
A	equal	RFX2	8576	0.002827
A	equal	MAGIX	8577	0.002827
A	equal	HR	8578	0.002827
A	equal	THAP4	8579	0.002827
A	equal	SLC39A9	8580	0.002827
A	equal	SLC16A4	8581	0.002827
A	equal	MRPL57	8582	0.002827
A	equal	EMC6	8583	0.002827
A	equal	ANKS3	8584	0.002827
A	equal	OGFOD3	8585	0.002827
A	equal	DYNLRB2	8586	0.002827
A	equal	ARR3	8587	0.002827
A	equal	ANKS6	8588	0.002714
A	equal	KDELR2	8589	0.002714
A	equal	KRT19	8590	0.002554
A	equal	KRT23	8591	0.001875
A	equal	KRTCAP2	8592	0.000179
A	equal	KLHL41	8593	0.0
A	equal	KRTAP13-3	8594	0.0
A	equal	ACTN3	8595	0.0
A	equal	IGLL1	8596	0.0
A	equal	IGLC1	8597	0.0
A	equal	IGLC2	8598	0.0
A	equal	IGLC3	8599	0.0
A	equal	IGLC7	8600	0.0
A	equal	IGLL5	8601	0.0
A	equal	TRIM72	8602	0.0
A	equal	KRT76	8603	0.0
A	equal	AMPD1	8604	0.0
A	equal	HSPB6	8605	0.0
A	equal	KRT33A	8606	0.0
A	equal	KRT82	8607	0.0
A	equal	HSPB2	8608	0.0
A	equal	KRT85	8609	0.0
A	equal	RNASEH1	8610	0.0
A	equal	C11orf54	8611	0.0
A	equal	MYOT	8612	0.0
A	equal	UBC	8613	0.0
A	equal	SAP25	8614	0.0
A	equal	HBQ1	8615	0.0
A	equal	MYOM2	8616	0.0
A	equal	DES	8617	0.0
A	equal	S100A3	8618	0.0
A	equal	MYOM1	8619	0.0
A	equal	IGKV6-21	8620	0.0
A	equal	IGKV6D-41	8621	0.0
A	equal	IGKV6D-21	8622	0.0
A	equal	CELA2A	8623	0.0
A	equal	CELA2B	8624	0.0
A	equal	CCNF	8625	0.0
A	equal	NYX	8626	0.0
A	equal	BPIFA1	8627	0.0
A	equal	KRT26	8628	0.0
A	equal	NIN	8629	0.0
A	equal	MAP3K3	8630	0.0
A	equal	PTPN21	8631	0.0
A	equal	KLHL23	8632	0.0
A	equal	BPIFB3	8633	0.0
A	equal	ANKRD62	8634	0.0
A	equal	DISC1	8635	0.0
A	equal	ARHGAP22	8636	0.0
A	equal	SPINK9	8637	0.0
A	equal	UPP2	8638	0.0
A	equal	FAM111A	8639	0.0
A	equal	STK19	8640	0.0
A	equal	PKP3	8641	0.0
A	equal	IGKV2D-30	8642	0.0
A	equal	IGKV2-30	8643	0.0
A	equal	IGKV5-2	8644	0.0
A	equal	IGKV2D-26	8645	0.0
A	equal	IGKV2D-40	8646	0.0
A	equal	IGKV2-40	8647	0.0
A	equal	IGKV4-1	8648	0.0
A	equal	IGHV3-15	8649	0.0
A	equal	IGHV3-73	8650	0.0
A	equal	IGHV3-72	8651	0.0
A	equal	IGHV3OR15-7	8652	0.0
A	equal	IGHV1-69	8653	0.0
A	equal	IGHV1-69D	8654	0.0
A	equal	IGHV7-81	8655	0.0
A	equal	IGHV7-4-1	8656	0.0
A	equal	IGHV3-7	8657	0.0
A	equal	IGHV2-5	8658	0.0
A	equal	IGHV2-26	8659	0.0
A	equal	IGHV2-70D	8660	0.0
A	equal	IGHV2OR16-5	8661	0.0
A	equal	IGHV2-70	8662	0.0
A	equal	IGLV4-3	8663	0.0
A	equal	SIGLEC6	8664	0.0
A	equal	CCL23	8665	0.0
A	equal	GBP6	8666	0.0
A	equal	H2AC4	8667	0.0
A	equal	H2AC8	8668	0.0
A	equal	SEMG2	8669	0.0
A	equal	SEMG1	8670	0.0
A	equal	AOX1	8671	0.0
A	equal	LGALS14	8672	0.0
A	equal	LGALS13	8673	0.0
A	equal	LGALS16	8674	0.0
A	equal	REG1B	8675	0.0
A	equal	ANXA8L1	8676	0.0
A	equal	ANXA8	8677	0.0
A	equal	SLC22A8	8678	0.0
A	equal	KRT18	8679	0.0
A	equal	KRT4	8680	0.0
A	equal	KRT2	8681	0.0
A	equal	PYHIN1	8682	0.0
A	equal	IFI16	8683	0.0
A	equal	KRT8	8684	0.0
A	equal	KRT6C	8685	0.0
A	equal	KRT6B	8686	0.0
A	equal	KRT6A	8687	0.0
A	equal	ALDH3A1	8688	0.0
A	equal	UBE2E3	8689	0.0
A	equal	CLEC4F	8690	0.0
A	equal	FAP	8691	0.0
A	equal	PARP14	8692	0.0
A	equal	TMTC1	8693	0.0
A	equal	GUCY2C	8694	0.0
A	equal	KRT35	8695	0.0
A	equal	PKDCC	8696	0.0
A	equal	BRIP1	8697	0.0
A	equal	TMPRSS13	8698	0.0
A	equal	EIF1AY	8699	0.0
A	equal	KRT15	8700	0.0
A	equal	KRT12	8701	0.0
A	equal	GAPDHS	8702	0.0
A	equal	PTPN13	8703	0.0
A	equal	ENPP3	8704	0.0
A	equal	KRT17	8705	0.0
A	equal	B4GALNT3	8706	0.0
A	equal	SCGB1C1	8707	0.0
A	equal	SCGB1C2	8708	0.0
A	equal	KRT75	8709	0.0
A	equal	TMEM108	8710	0.0
A	equal	BMP3	8711	0.0
A	equal	MOB1A	8712	0.0
A	equal	KAT6A	8713	0.0
A	equal	SLC13A4	8714	0.0
A	equal	CFAP54	8715	0.0
A	equal	SERPINB13	8716	0.0
A	equal	PKN3	8717	0.0
A	equal	ACSM2B	8718	0.0
A	equal	ACSM2A	8719	0.0
A	equal	EPPK1	8720	0.0
A	equal	TRIM29	8721	0.0
A	equal	SMC1B	8722	0.0
A	equal	PARM1	8723	0.0
A	equal	IGKV1D-42	8724	0.0
A	equal	IGKV1D-8	8725	0.0
A	equal	IGKV1-6	8726	0.0
A	equal	IGKV1-37	8727	0.0
